Sno,Date,Time,State/UnionTerritory,ConfirmedIndianNational,ConfirmedForeignNational,Cured,Deaths,Confirmed,OxygenTanks,PopulationDensityPerSqKm
2081,2020-05-19,8:00 AM,Jammu and Kashmir,-,-,609,15,1289,3520,622
2082,2020-05-19,8:00 AM,Jharkhand,-,-,113,3,223,8096,302
2083,2020-05-19,8:00 AM,Karnataka,-,-,530,37,1246,7037,697
2084,2020-05-19,8:00 AM,Kerala,-,-,497,4,630,5811,768
2085,2020-05-19,8:00 AM,Ladakh,-,-,41,0,43,1283,220
2086,2020-05-19,8:00 AM,Madhya Pradesh,-,-,2435,252,5236,3665,452
2087,2020-05-19,8:00 AM,Maharashtra,-,-,8437,1249,35058,4057,359
2088,2020-05-19,8:00 AM,Manipur,-,-,2,0,7,9142,490
2089,2020-05-19,8:00 AM,Meghalaya,-,-,11,1,13,5169,370
2090,2020-05-19,8:00 AM,Mizoram,-,-,1,0,1,8874,617
2091,2020-05-19,8:00 AM,Odisha,-,-,220,4,876,8486,645
2092,2020-05-19,8:00 AM,Puducherry,-,-,9,1,18,3229,370
2093,2020-05-19,8:00 AM,Punjab,-,-,1547,37,1980,1490,415
2094,2020-05-19,8:00 AM,Rajasthan,-,-,3218,138,5507,71,449
2095,2020-05-19,8:00 AM,Tamil Nadu,-,-,4406,81,11760,1759,500
2096,2020-05-19,8:00 AM,Telengana,-,-,1000,35,1597,682,1005
2097,2020-05-19,8:00 AM,Tripura,-,-,85,0,167,337,431
2098,2020-05-19,8:00 AM,Uttarakhand,-,-,52,1,93,1770,424
2099,2020-05-19,8:00 AM,Uttar Pradesh,-,-,2783,118,4605,9245,496
2100,2020-05-19,8:00 AM,West Bengal,-,-,1006,244,2825,3592,819
2101,2020-05-20,8:00 AM,Andaman and Nicobar Islands,-,-,33,0,33,5416,739
2102,2020-05-20,8:00 AM,Andhra Pradesh,-,-,1621,52,2532,391,525
2103,2020-05-20,8:00 AM,Arunachal Pradesh,-,-,1,0,1,4062,640
2104,2020-05-20,8:00 AM,Assam,-,-,41,4,142,3307,632
2105,2020-05-20,8:00 AM,Bihar,-,-,534,9,1498,7360,424
2106,2020-05-20,8:00 AM,Chandigarh,-,-,57,3,200,9646,357
2107,2020-05-20,8:00 AM,Chhattisgarh,-,-,59,0,101,2177,268
2108,2020-05-20,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,-,-,0,0,1,6595,105
2109,2020-05-20,8:00 AM,Delhi,-,-,4750,168,10554,873,263
2110,2020-05-20,8:00 AM,Goa,-,-,7,0,46,4745,605
2111,2020-05-20,8:00 AM,Gujarat,-,-,5043,719,12140,5939,596
2112,2020-05-20,8:00 AM,Haryana,-,-,627,14,964,7419,241
2113,2020-05-20,8:00 AM,Himachal Pradesh,-,-,47,3,92,8451,361
2114,2020-05-20,8:00 AM,Jammu and Kashmir,-,-,653,17,1317,6624,490
2115,2020-05-20,8:00 AM,Jharkhand,-,-,127,3,231,189,627
2116,2020-05-20,8:00 AM,Karnataka,-,-,544,40,1397,1401,504
2117,2020-05-20,8:00 AM,Kerala,-,-,497,4,642,2878,418
2118,2020-05-20,8:00 AM,Ladakh,-,-,43,0,43,5236,851
2119,2020-05-20,8:00 AM,Madhya Pradesh,-,-,2630,258,5465,6767,22
2120,2020-05-20,8:00 AM,Maharashtra,-,-,9639,1325,37136,6029,262
2121,2020-05-20,8:00 AM,Manipur,-,-,2,0,9,9398,721
2122,2020-05-20,8:00 AM,Meghalaya,-,-,12,1,13,3412,678
2123,2020-05-20,8:00 AM,Mizoram,-,-,1,0,1,5402,429
2124,2020-05-20,8:00 AM,Odisha,-,-,277,5,978,6082,387
2125,2020-05-20,8:00 AM,Puducherry,-,-,9,1,18,339,222
2126,2020-05-20,8:00 AM,Punjab,-,-,1642,38,2002,9173,532
2127,2020-05-20,8:00 AM,Rajasthan,-,-,3337,143,5845,3815,456
2128,2020-05-20,8:00 AM,Tamil Nadu,-,-,4895,84,12448,5915,729
2129,2020-05-20,8:00 AM,Telengana,-,-,1010,38,1634,6152,343
2130,2020-05-20,8:00 AM,Tripura,-,-,116,0,173,2362,758
2131,2020-05-20,8:00 AM,Uttarakhand,-,-,52,1,111,7976,402
2132,2020-05-20,8:00 AM,Uttar Pradesh,-,-,2918,123,4926,5846,493
2133,2020-05-20,8:00 AM,West Bengal,-,-,1074,250,2961,9030,291
2134,2020-05-20,8:00 AM,Cases being reassigned to states,-,-,0,0,1096,9787,377
2135,2020-05-21,8:00 AM,Andaman and Nicobar Islands,-,-,33,0,33,8331,432
2136,2020-05-21,8:00 AM,Andhra Pradesh,-,-,1640,53,2602,8519,463
2137,2020-05-21,8:00 AM,Arunachal Pradesh,-,-,1,0,1,9980,409
2138,2020-05-21,8:00 AM,Assam,-,-,48,4,170,2744,325
2139,2020-05-21,8:00 AM,Bihar,-,-,571,10,1674,3508,831
2140,2020-05-21,8:00 AM,Chandigarh,-,-,57,3,202,7731,372
2141,2020-05-21,8:00 AM,Chhattisgarh,-,-,59,0,115,7584,293
2142,2020-05-21,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,-,-,0,0,1,6101,685
2143,2020-05-21,8:00 AM,Delhi,-,-,5192,176,11088,7965,697
2144,2020-05-21,8:00 AM,Goa,-,-,7,0,50,5441,707
2145,2020-05-21,8:00 AM,Gujarat,-,-,5219,749,12537,604,290
2146,2020-05-21,8:00 AM,Haryana,-,-,648,14,993,658,245
2147,2020-05-21,8:00 AM,Himachal Pradesh,-,-,54,3,110,5794,234
2148,2020-05-21,8:00 AM,Jammu and Kashmir,-,-,678,18,1390,6802,335
2149,2020-05-21,8:00 AM,Jharkhand,-,-,127,3,231,7024,721
2150,2020-05-21,8:00 AM,Karnataka,-,-,556,41,1462,5948,949
2151,2020-05-21,8:00 AM,Kerala,-,-,502,4,666,9256,459
2152,2020-05-21,8:00 AM,Ladakh,-,-,43,0,44,9531,551
2153,2020-05-21,8:00 AM,Madhya Pradesh,-,-,2733,267,5735,2610,341
2154,2020-05-21,8:00 AM,Maharashtra,-,-,10318,1390,39297,9297,109
2155,2020-05-21,8:00 AM,Manipur,-,-,2,0,25,7535,847
2156,2020-05-21,8:00 AM,Meghalaya,-,-,12,1,14,6186,366
2157,2020-05-21,8:00 AM,Mizoram,-,-,1,0,1,4813,646
2158,2020-05-21,8:00 AM,Odisha,-,-,307,6,1052,5297,370
2159,2020-05-21,8:00 AM,Puducherry,-,-,9,0,18,3367,298
2160,2020-05-21,8:00 AM,Punjab,-,-,1794,38,2005,7182,821
2161,2020-05-21,8:00 AM,Rajasthan,-,-,3404,147,6015,6146,455
2162,2020-05-21,8:00 AM,Tamil Nadu,-,-,5882,87,13191,689,262
2163,2020-05-21,8:00 AM,Telengana,-,-,1015,40,1661,379,757
2164,2020-05-21,8:00 AM,Tripura,-,-,133,0,173,9810,670
2165,2020-05-21,8:00 AM,Uttarakhand,-,-,53,1,122,6635,592
2166,2020-05-21,8:00 AM,Uttar Pradesh,-,-,3066,127,5175,3212,783
2167,2020-05-21,8:00 AM,West Bengal,-,-,1136,253,3103,2160,380
2168,2020-05-21,8:00 AM,Cases being reassigned to states,-,-,0,0,1403,9105,439
2169,2020-05-22,8:00 AM,Andaman and Nicobar Islands,-,-,33,0,33,2412,488
2170,2020-05-22,8:00 AM,Andhra Pradesh,-,-,1709,53,2647,1328,272
2171,2020-05-22,8:00 AM,Arunachal Pradesh,-,-,1,0,1,2105,574
2172,2020-05-22,8:00 AM,Assam,-,-,54,4,203,5042,694
2173,2020-05-22,8:00 AM,Bihar,-,-,593,11,1982,3041,475
2174,2020-05-22,8:00 AM,Chandigarh,-,-,139,3,217,3135,406
2175,2020-05-22,8:00 AM,Chhattisgarh,-,-,59,0,128,7818,249
2176,2020-05-22,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,-,-,0,0,1,3009,308
2177,2020-05-22,8:00 AM,Delhi,-,-,5567,194,11659,1837,617
2178,2020-05-22,8:00 AM,Goa,-,-,7,0,52,1478,475
2179,2020-05-22,8:00 AM,Gujarat,-,-,5488,773,12905,1633,298
2180,2020-05-22,8:00 AM,Haryana,-,-,681,15,1031,6138,533
2181,2020-05-22,8:00 AM,Himachal Pradesh,-,-,59,3,152,2533,526
2182,2020-05-22,8:00 AM,Jammu and Kashmir,-,-,684,20,1449,2165,561
2183,2020-05-22,8:00 AM,Jharkhand,-,-,129,3,290,5034,594
2184,2020-05-22,8:00 AM,Karnataka,-,-,571,41,1605,898,520
2185,2020-05-22,8:00 AM,Kerala,-,-,510,4,690,5620,307
2186,2020-05-22,8:00 AM,Ladakh,-,-,43,0,44,5807,599
2187,2020-05-22,8:00 AM,Madhya Pradesh,-,-,2843,270,5981,7305,475
2188,2020-05-22,8:00 AM,Maharashtra,-,-,11726,1454,41642,7869,419
2189,2020-05-22,8:00 AM,Manipur,-,-,2,0,25,959,315
2190,2020-05-22,8:00 AM,Meghalaya,-,-,12,1,14,8727,500
2191,2020-05-22,8:00 AM,Mizoram,-,-,1,0,1,3896,486
2192,2020-05-22,8:00 AM,Odisha,-,-,393,7,1103,1747,340
2193,2020-05-22,8:00 AM,Puducherry,-,-,10,0,20,396,665
2194,2020-05-22,8:00 AM,Punjab,-,-,1819,39,2028,2736,116
2195,2020-05-22,8:00 AM,Rajasthan,-,-,3485,151,6227,7566,722
2196,2020-05-22,8:00 AM,Tamil Nadu,-,-,6282,94,13967,1418,763
2197,2020-05-22,8:00 AM,Telengana,-,-,1035,45,1699,4472,658
2198,2020-05-22,8:00 AM,Tripura,-,-,148,0,173,1515,205
2199,2020-05-22,8:00 AM,Uttarakhand,-,-,54,1,146,9453,543
2200,2020-05-22,8:00 AM,Uttar Pradesh,-,-,3204,138,5515,2773,578
2201,2020-05-22,8:00 AM,West Bengal,-,-,1193,259,3197,7254,577
2202,2020-05-22,8:00 AM,Cases being reassigned to states,-,-,0,0,1620,2945,475
2203,2020-05-23,8:00 AM,Andaman and Nicobar Islands,-,-,33,0,33,8941,293
2204,2020-05-23,8:00 AM,Andhra Pradesh,-,-,1763,55,2709,3189,616
2205,2020-05-23,8:00 AM,Arunachal Pradesh,-,-,1,0,1,1263,777
2206,2020-05-23,8:00 AM,Assam,-,-,54,4,259,6476,547
2207,2020-05-23,8:00 AM,Bihar,-,-,629,11,2177,2272,673
2208,2020-05-23,8:00 AM,Chandigarh,-,-,178,3,218,7653,449
2209,2020-05-23,8:00 AM,Chhattisgarh,-,-,62,0,172,6617,805
2210,2020-05-23,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,-,-,0,0,1,5709,445
2211,2020-05-23,8:00 AM,Delhi,-,-,5897,208,12319,3666,642
2212,2020-05-23,8:00 AM,Goa,-,-,16,0,54,6012,406
2213,2020-05-23,8:00 AM,Gujarat,-,-,5880,802,13268,2736,545
2214,2020-05-23,8:00 AM,Haryana,-,-,706,16,1067,4374,533
2215,2020-05-23,8:00 AM,Himachal Pradesh,-,-,59,3,168,318,297
2216,2020-05-23,8:00 AM,Jammu and Kashmir,-,-,720,20,1489,2881,446
2217,2020-05-23,8:00 AM,Jharkhand,-,-,136,3,308,623,695
2218,2020-05-23,8:00 AM,Karnataka,-,-,597,41,1743,6615,275
2219,2020-05-23,8:00 AM,Kerala,-,-,512,4,732,9465,559
2220,2020-05-23,8:00 AM,Ladakh,-,-,43,0,44,7920,77
2221,2020-05-23,8:00 AM,Madhya Pradesh,-,-,3089,272,6170,1166,282
2222,2020-05-23,8:00 AM,Maharashtra,-,-,12583,1517,44582,7883,715
2223,2020-05-23,8:00 AM,Manipur,-,-,2,0,26,733,716
2224,2020-05-23,8:00 AM,Meghalaya,-,-,12,1,14,3090,329
2225,2020-05-23,8:00 AM,Mizoram,-,-,1,0,1,1118,494
2226,2020-05-23,8:00 AM,Odisha,-,-,436,7,1189,9374,479
2227,2020-05-23,8:00 AM,Puducherry,-,-,10,0,26,6792,309
2228,2020-05-23,8:00 AM,Punjab,-,-,1847,39,2029,5219,289
2229,2020-05-23,8:00 AM,Rajasthan,-,-,3680,153,6494,4948,473
2230,2020-05-23,8:00 AM,Tamil Nadu,-,-,7128,98,14753,7139,409
2231,2020-05-23,8:00 AM,Telengana,-,-,1043,45,1761,4102,368
2232,2020-05-23,8:00 AM,Tripura,-,-,152,0,175,4064,503
2233,2020-05-23,8:00 AM,Uttarakhand,-,-,56,1,153,5275,536
2234,2020-05-23,8:00 AM,Uttar Pradesh,-,-,3238,152,5735,7952,316
2235,2020-05-23,8:00 AM,West Bengal,-,-,1221,265,3332,6010,601
2236,2020-05-23,8:00 AM,Cases being reassigned to states,-,-,0,0,1899,9021,226
2237,2020-05-24,8:00 AM,Andaman and Nicobar Islands,-,-,33,0,33,4903,725
2238,2020-05-24,8:00 AM,Andhra Pradesh,-,-,1809,56,2757,6021,581
2239,2020-05-24,8:00 AM,Arunachal Pradesh,-,-,1,0,1,632,503
2240,2020-05-24,8:00 AM,Assam,-,-,55,4,329,9381,98
2241,2020-05-24,8:00 AM,Bihar,-,-,653,11,2380,9576,399
2242,2020-05-24,8:00 AM,Chandigarh,-,-,179,3,225,1923,457
2243,2020-05-24,8:00 AM,Chhattisgarh,-,-,64,0,214,3416,477
2244,2020-05-24,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,-,-,0,0,2,894,680
2245,2020-05-24,8:00 AM,Delhi,-,-,6267,231,12910,8446,224
2246,2020-05-24,8:00 AM,Goa,-,-,16,0,55,177,452
2247,2020-05-24,8:00 AM,Gujarat,-,-,6169,829,13664,8908,659
2248,2020-05-24,8:00 AM,Haryana,-,-,750,16,1131,9310,564
2249,2020-05-24,8:00 AM,Himachal Pradesh,-,-,61,3,185,2026,311
2250,2020-05-24,8:00 AM,Jammu and Kashmir,-,-,774,21,1569,5910,336
2251,2020-05-24,8:00 AM,Jharkhand,-,-,141,4,350,190,337
2252,2020-05-24,8:00 AM,Karnataka,-,-,608,42,1959,4724,592
2253,2020-05-24,8:00 AM,Kerala,-,-,515,4,795,3402,723
2254,2020-05-24,8:00 AM,Ladakh,-,-,43,0,49,8292,661
2255,2020-05-24,8:00 AM,Madhya Pradesh,-,-,3267,281,6371,1820,691
2256,2020-05-24,8:00 AM,Maharashtra,-,-,13404,1577,47190,6249,620
2257,2020-05-24,8:00 AM,Manipur,-,-,4,0,29,5903,255
2258,2020-05-24,8:00 AM,Meghalaya,-,-,12,1,14,2390,527
2259,2020-05-24,8:00 AM,Mizoram,-,-,1,0,1,5926,498
2260,2020-05-24,8:00 AM,Odisha,-,-,497,7,1269,2829,766
2261,2020-05-24,8:00 AM,Puducherry,-,-,10,0,26,4483,841
2262,2020-05-24,8:00 AM,Punjab,-,-,1870,39,2045,5982,451
2263,2020-05-24,8:00 AM,Rajasthan,-,-,3786,160,6742,7654,230
2264,2020-05-24,8:00 AM,Sikkim,-,-,0,0,1,207,408
2265,2020-05-24,8:00 AM,Tamil Nadu,-,-,7491,103,15512,8311,668
2266,2020-05-24,8:00 AM,Telengana,-,-,1065,49,1813,3640,440
2267,2020-05-24,8:00 AM,Tripura,-,-,153,0,189,2932,466
2268,2020-05-24,8:00 AM,Uttarakhand,-,-,56,2,244,7007,405
2269,2020-05-24,8:00 AM,Uttar Pradesh,-,-,3406,155,6017,4424,489
2270,2020-05-24,8:00 AM,West Bengal,-,-,1281,269,3459,1685,861
2271,2020-05-24,8:00 AM,Cases being reassigned to states,-,-,0,0,2338,3358,586
2272,2020-05-25,8:00 AM,Andaman and Nicobar Islands,-,-,33,0,33,2383,459
2273,2020-05-25,8:00 AM,Andhra Pradesh,-,-,1856,56,2823,5106,533
2274,2020-05-25,8:00 AM,Arunachal Pradesh,-,-,1,0,1,8382,521
2275,2020-05-25,8:00 AM,Assam,-,-,55,4,378,9106,380
2276,2020-05-25,8:00 AM,Bihar,-,-,702,13,2587,4127,608
2277,2020-05-25,8:00 AM,Chandigarh,-,-,186,3,238,2433,731
2278,2020-05-25,8:00 AM,Chhattisgarh,-,-,67,0,252,4255,827
2279,2020-05-25,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,-,-,0,0,2,4467,658
2280,2020-05-25,8:00 AM,Delhi,-,-,6540,261,13418,7062,593
2281,2020-05-25,8:00 AM,Goa,-,-,19,0,66,704,450
2282,2020-05-25,8:00 AM,Gujarat,-,-,6412,858,14056,3965,441
2283,2020-05-25,8:00 AM,Haryana,-,-,765,16,1184,4047,295
2284,2020-05-25,8:00 AM,Himachal Pradesh,-,-,63,3,203,9241,622
2285,2020-05-25,8:00 AM,Jammu and Kashmir,-,-,809,21,1621,97,125
2286,2020-05-25,8:00 AM,Jharkhand,-,-,148,4,370,9719,548
2287,2020-05-25,8:00 AM,Karnataka,-,-,654,42,2089,284,636
2288,2020-05-25,8:00 AM,Kerala,-,-,521,4,847,1041,440
2289,2020-05-25,8:00 AM,Ladakh,-,-,43,0,52,202,377
2290,2020-05-25,8:00 AM,Madhya Pradesh,-,-,3408,290,6665,6210,779
2291,2020-05-25,8:00 AM,Maharashtra,-,-,14600,1635,50231,4737,246
2292,2020-05-25,8:00 AM,Manipur,-,-,4,0,32,2035,388
2293,2020-05-25,8:00 AM,Meghalaya,-,-,12,1,14,4839,483
2294,2020-05-25,8:00 AM,Mizoram,-,-,1,0,1,3827,425
2295,2020-05-25,8:00 AM,Odisha,-,-,550,7,1336,8774,454
2296,2020-05-25,8:00 AM,Puducherry,-,-,12,0,41,1506,263
2297,2020-05-25,8:00 AM,Punjab,-,-,1898,40,2060,1136,429
2298,2020-05-25,8:00 AM,Rajasthan,-,-,3848,163,7028,2565,501
2299,2020-05-25,8:00 AM,Sikkim,-,-,0,0,1,7456,375
2300,2020-05-25,8:00 AM,Tamil Nadu,-,-,8324,111,16277,2309,234
2301,2020-05-25,8:00 AM,Telengana,-,-,1090,53,1854,3058,837
2302,2020-05-25,8:00 AM,Tripura,-,-,165,0,191,4851,-29
2303,2020-05-25,8:00 AM,Uttarakhand,-,-,58,3,317,6534,326
2304,2020-05-25,8:00 AM,Uttar Pradesh,-,-,3538,161,6268,2992,502
2305,2020-05-25,8:00 AM,West Bengal,-,-,1339,272,3667,2802,700
2306,2020-05-25,8:00 AM,Cases being reassigned to states,-,-,0,0,2642,879,453
2307,2020-05-26,8:00 AM,Andaman and Nicobar Islands,-,-,33,0,33,2127,561
2308,2020-05-26,8:00 AM,Andhra Pradesh,-,-,1896,56,3110,3676,713
2309,2020-05-26,8:00 AM,Arunachal Pradesh,-,-,1,0,2,8004,481
2310,2020-05-26,8:00 AM,Assam,-,-,62,4,526,3510,482
2311,2020-05-26,8:00 AM,Bihar,-,-,749,13,2730,311,435
2312,2020-05-26,8:00 AM,Chandigarh,-,-,186,3,238,7962,882
2313,2020-05-26,8:00 AM,Chhattisgarh,-,-,72,0,291,3243,417
2314,2020-05-26,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,-,-,0,0,2,4844,359
2315,2020-05-26,8:00 AM,Delhi,-,-,6771,276,14053,1080,415
2316,2020-05-26,8:00 AM,Goa,-,-,19,0,67,991,552
2317,2020-05-26,8:00 AM,Gujarat,-,-,6636,888,14460,5625,750
2318,2020-05-26,8:00 AM,Haryana,-,-,765,16,1184,6916,551
2319,2020-05-26,8:00 AM,Himachal Pradesh,-,-,67,5,223,8167,98
2320,2020-05-26,8:00 AM,Jammu and Kashmir,-,-,809,23,1668,6390,389
2321,2020-05-26,8:00 AM,Jharkhand,-,-,148,4,377,38,401
2322,2020-05-26,8:00 AM,Karnataka,-,-,705,44,2182,8377,337
2323,2020-05-26,8:00 AM,Kerala,-,-,532,5,896,857,602
2324,2020-05-26,8:00 AM,Ladakh,-,-,43,0,52,5459,370
2325,2020-05-26,8:00 AM,Madhya Pradesh,-,-,3571,300,6859,5536,613
2326,2020-05-26,8:00 AM,Maharashtra,-,-,15786,1695,52667,2025,401
2327,2020-05-26,8:00 AM,Manipur,-,-,4,0,39,2884,74
2328,2020-05-26,8:00 AM,Meghalaya,-,-,12,1,14,1712,640
2329,2020-05-26,8:00 AM,Mizoram,-,-,1,0,1,1008,341
2330,2020-05-26,8:00 AM,Nagaland,-,-,0,0,3,8718,767
2331,2020-05-26,8:00 AM,Odisha,-,-,649,7,1438,1886,704
2332,2020-05-26,8:00 AM,Puducherry,-,-,12,0,41,7228,934
2333,2020-05-26,8:00 AM,Punjab,-,-,1898,40,2060,9166,350
2334,2020-05-26,8:00 AM,Rajasthan,-,-,3951,167,7300,6575,247
2335,2020-05-26,8:00 AM,Sikkim,-,-,0,0,1,8923,816
2336,2020-05-26,8:00 AM,Tamil Nadu,-,-,8731,118,17082,1015,839
2337,2020-05-26,8:00 AM,Telengana,-,-,1164,56,1920,5462,391
2338,2020-05-26,8:00 AM,Tripura,-,-,165,0,194,2486,601
2339,2020-05-26,8:00 AM,Uttarakhand,-,-,58,3,349,9551,871
2340,2020-05-26,8:00 AM,Uttar Pradesh,-,-,3581,165,6532,3333,213
2341,2020-05-26,8:00 AM,West Bengal,-,-,1414,278,3816,2100,727
2342,2020-05-26,8:00 AM,Cases being reassigned to states,-,-,0,0,2970,3954,514
2343,2020-05-27,8:00 AM,Andaman and Nicobar Islands,-,-,33,0,33,7696,300
2344,2020-05-27,8:00 AM,Andhra Pradesh,-,-,2009,57,3171,3886,534
2345,2020-05-27,8:00 AM,Arunachal Pradesh,-,-,1,0,2,7515,332
2346,2020-05-27,8:00 AM,Assam,-,-,62,4,616,5941,402
2347,2020-05-27,8:00 AM,Bihar,-,-,900,13,2983,3623,478
2348,2020-05-27,8:00 AM,Chandigarh,-,-,187,4,266,990,553
2349,2020-05-27,8:00 AM,Chhattisgarh,-,-,79,0,361,4166,668
2350,2020-05-27,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,-,-,0,0,2,5780,816
2351,2020-05-27,8:00 AM,Delhi,-,-,7223,288,14465,1673,505
2352,2020-05-27,8:00 AM,Goa,-,-,28,0,67,2590,705
2353,2020-05-27,8:00 AM,Gujarat,-,-,7139,915,14821,5727,337
2354,2020-05-27,8:00 AM,Haryana,-,-,824,17,1305,9308,4
2355,2020-05-27,8:00 AM,Himachal Pradesh,-,-,67,5,247,1188,651
2356,2020-05-27,8:00 AM,Jammu and Kashmir,-,-,833,24,1759,3935,311
2357,2020-05-27,8:00 AM,Jharkhand,-,-,175,4,426,3227,522
2358,2020-05-27,8:00 AM,Karnataka,-,-,748,44,2283,949,489
2359,2020-05-27,8:00 AM,Kerala,-,-,542,6,963,5118,646
2360,2020-05-27,8:00 AM,Ladakh,-,-,43,0,53,438,308
2361,2020-05-27,8:00 AM,Madhya Pradesh,-,-,3689,305,7024,7755,443
2362,2020-05-27,8:00 AM,Maharashtra,-,-,16954,1792,54758,9067,554
2363,2020-05-27,8:00 AM,Manipur,-,-,4,0,39,9734,618
2364,2020-05-27,8:00 AM,Meghalaya,-,-,12,1,15,5507,525
2365,2020-05-27,8:00 AM,Mizoram,-,-,1,0,1,6247,646
2366,2020-05-27,8:00 AM,Nagaland,-,-,0,0,4,6507,333
2367,2020-05-27,8:00 AM,Odisha,-,-,733,7,1517,4874,572
2368,2020-05-27,8:00 AM,Puducherry,-,-,12,0,46,8922,1076
2369,2020-05-27,8:00 AM,Punjab,-,-,1918,40,2106,5560,543
2370,2020-05-27,8:00 AM,Rajasthan,-,-,4171,170,7536,4846,178
2371,2020-05-27,8:00 AM,Sikkim,-,-,0,0,1,8374,444
2372,2020-05-27,8:00 AM,Tamil Nadu,-,-,9342,127,17728,4295,616
2373,2020-05-27,8:00 AM,Telengana,-,-,1284,57,1991,5556,413
2374,2020-05-27,8:00 AM,Tripura,-,-,165,0,207,4870,597
2375,2020-05-27,8:00 AM,Uttarakhand,-,-,64,4,401,128,351
2376,2020-05-27,8:00 AM,Uttar Pradesh,-,-,3698,170,6548,2064,437
2377,2020-05-27,8:00 AM,West Bengal,-,-,1486,283,4009,3686,501
2378,2020-05-27,8:00 AM,Cases being reassigned to states,-,-,0,0,4013,3180,424
2379,2020-05-28,8:00 AM,Andaman and Nicobar Islands,-,-,33,0,33,7516,722
2380,2020-05-28,8:00 AM,Andhra Pradesh,-,-,2057,58,3171,1061,417
2381,2020-05-28,8:00 AM,Arunachal Pradesh,-,-,1,0,2,6661,225
2382,2020-05-28,8:00 AM,Assam,-,-,87,4,781,6940,240
2383,2020-05-28,8:00 AM,Bihar,-,-,1083,15,3061,9277,233
2384,2020-05-28,8:00 AM,Chandigarh,-,-,187,4,279,1719,449
2385,2020-05-28,8:00 AM,Chhattisgarh,-,-,83,0,369,2873,370
2386,2020-05-28,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,-,-,0,0,2,7980,774
2387,2020-05-28,8:00 AM,Delhi,-,-,7264,303,15257,7724,247
2388,2020-05-28,8:00 AM,Goa,-,-,37,0,68,6046,348
2389,2020-05-28,8:00 AM,Gujarat,-,-,7549,938,15195,5903,372
2390,2020-05-28,8:00 AM,Haryana,-,-,838,18,1381,867,592
2391,2020-05-28,8:00 AM,Himachal Pradesh,-,-,70,5,273,8770,658
2392,2020-05-28,8:00 AM,Jammu and Kashmir,-,-,854,26,1921,6612,393
2393,2020-05-28,8:00 AM,Jharkhand,-,-,185,4,448,181,290
2394,2020-05-28,8:00 AM,Karnataka,-,-,781,47,2418,7193,394
2395,2020-05-28,8:00 AM,Kerala,-,-,552,7,1004,525,700
2396,2020-05-28,8:00 AM,Ladakh,-,-,43,0,53,3671,651
2397,2020-05-28,8:00 AM,Madhya Pradesh,-,-,3927,313,7261,7074,596
2398,2020-05-28,8:00 AM,Maharashtra,-,-,17918,1897,56948,1683,417
2399,2020-05-28,8:00 AM,Manipur,-,-,4,0,44,7588,465
2400,2020-05-28,8:00 AM,Meghalaya,-,-,12,1,20,6143,2
2401,2020-05-28,8:00 AM,Mizoram,-,-,1,0,1,4679,515
2402,2020-05-28,8:00 AM,Nagaland,-,-,0,0,4,996,791
2403,2020-05-28,8:00 AM,Odisha,-,-,733,7,1593,5716,715
2404,2020-05-28,8:00 AM,Puducherry,-,-,12,0,46,5042,233
2405,2020-05-28,8:00 AM,Punjab,-,-,1918,40,2139,6841,455
2406,2020-05-28,8:00 AM,Rajasthan,-,-,4457,173,7703,1711,420
2407,2020-05-28,8:00 AM,Sikkim,-,-,0,0,1,6378,1044
2408,2020-05-28,8:00 AM,Tamil Nadu,-,-,9909,133,18545,6157,444
2409,2020-05-28,8:00 AM,Telengana,-,-,1284,63,2098,2682,135
2410,2020-05-28,8:00 AM,Tripura,-,-,165,0,230,5866,606
2411,2020-05-28,8:00 AM,Uttarakhand,-,-,79,4,469,6351,806
2412,2020-05-28,8:00 AM,Uttar Pradesh,-,-,3991,182,6991,8943,258
2413,2020-05-28,8:00 AM,West Bengal,-,-,1578,289,4192,7936,365
2414,2020-05-28,8:00 AM,Cases being reassigned to states,-,-,0,0,4332,5692,301
2415,2020-05-29,8:00 AM,Andaman and Nicobar Islands,-,-,33,0,33,6169,704
2416,2020-05-29,8:00 AM,Andhra Pradesh,-,-,2125,59,3251,3549,589
2417,2020-05-29,8:00 AM,Arunachal Pradesh,-,-,1,0,3,9354,212
2418,2020-05-29,8:00 AM,Assam,-,-,104,4,856,6507,432
2419,2020-05-29,8:00 AM,Bihar,-,-,1211,15,3296,6261,582
2420,2020-05-29,8:00 AM,Chandigarh,-,-,189,4,288,5080,199
2421,2020-05-29,8:00 AM,Chhattisgarh,-,-,83,0,399,2964,725
2422,2020-05-29,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,-,-,0,0,2,9840,771
2423,2020-05-29,8:00 AM,Delhi,-,-,7495,316,16281,1851,93
2424,2020-05-29,8:00 AM,Goa,-,-,38,0,69,8587,433
2425,2020-05-29,8:00 AM,Gujarat,-,-,8003,960,15562,597,158
