sno,state/unionterritory,confirmedindiannational,confirmedforeignnational,cured,deaths,confirmed,oxygentanks,populationdensitypersqkm,day,month,year,week,weekday_number,hour,am_pm,minute
850,21,0.0688606825264118,0.10682254964766175,0.0,0.0004049775421544805,8.236570671263777e-05,0.7414482896579316,439,11,4,2020,15,5,5,1,0
851,22,0.0688606825264118,0.10682254964766175,3.895266236267374e-05,0.001349925140514935,0.00029264926041916895,0.31916383276655336,487,11,4,2020,15,5,5,1,0
852,23,0.0688606825264118,0.10682254964766175,2.071950125674135e-07,0.0,3.718542063775971e-07,0.46689337867573516,627,11,4,2020,15,5,5,1,0
853,25,0.0688606825264118,0.10682254964766175,0.0,0.0,1.8592710318879856e-07,0.9061812362472494,1070,11,4,2020,15,5,5,1,0
854,27,0.0688606825264118,0.10682254964766175,4.14390025134827e-07,1.2272046731953955e-05,8.924500953062332e-06,0.461492298459692,611,11,4,2020,15,5,5,1,0
855,28,0.0688606825264118,0.10682254964766175,2.071950125674135e-07,0.0,1.30148972232159e-06,0.3015603120624125,470,11,4,2020,15,5,5,1,0
856,29,0.0688606825264118,0.10682254964766175,1.0359750628370675e-06,0.0001349925140514935,2.454237762092141e-05,0.6102220444088818,518,11,4,2020,15,5,5,1,0
857,30,0.0688606825264118,0.10682254964766175,4.351095263915683e-06,3.6816140195861865e-05,0.0001028176880634056,0.18183636727345467,110,11,4,2020,15,5,5,1,0
858,32,0.0688606825264118,0.10682254964766175,9.116580552966193e-06,9.817637385563164e-05,0.00016937959100499548,0.3086617323464693,330,11,4,2020,15,5,5,1,0
859,34,0.0688606825264118,0.10682254964766175,8.90938554039878e-06,0.00011044842058758559,9.370726000715447e-05,0.3102620524104821,359,11,4,2020,15,5,5,1,0
860,35,0.0688606825264118,0.10682254964766175,0.0,0.0,3.718542063775971e-07,0.40158031606321265,758,11,4,2020,15,5,5,1,0
861,38,0.0688606825264118,0.10682254964766175,1.0359750628370675e-06,0.0,6.507448611607949e-06,0.047809561912382476,355,11,4,2020,15,5,5,1,0
862,37,0.0688606825264118,0.10682254964766175,6.630240402157232e-06,4.908818692781582e-05,8.050643568074978e-05,0.40408081616323266,577,11,4,2020,15,5,5,1,0
863,39,0.0688606825264118,0.10682254964766175,3.315120201078616e-06,6.136023365976978e-05,2.3426815001788617e-05,0.9170834166833367,516,11,4,2020,15,5,5,1,0
864,1,0.0688606825264118,0.10682254964766175,2.2791451382415483e-06,7.363228039172373e-05,7.083822631493225e-05,0.5930186037207442,600,12,4,2020,15,6,5,1,0
865,0,0.0688606825264118,0.10682254964766175,2.071950125674135e-06,0.0,2.045198135076784e-06,0.2987597519503901,671,12,4,2020,15,6,5,1,0
866,2,0.0688606825264118,0.10682254964766175,0.0,0.0,1.8592710318879856e-07,0.5006001200240048,464,12,4,2020,15,6,5,1,0
867,3,0.0688606825264118,0.10682254964766175,0.0,1.2272046731953955e-05,5.391885992475158e-06,0.9214842968593719,662,12,4,2020,15,6,5,1,0
868,4,0.0688606825264118,0.10682254964766175,3.9367052387808565e-06,1.2272046731953955e-05,1.1899334604083108e-05,0.1863372674534907,642,12,4,2020,15,6,5,1,0
869,6,0.0688606825264118,0.10682254964766175,1.4503650879718945e-06,0.0,3.5326149605871725e-06,0.8774754950990198,499,12,4,2020,15,6,5,1,0
870,7,0.0688606825264118,0.10682254964766175,2.071950125674135e-06,0.0,4.648177579719964e-06,0.5858171634326865,593,12,4,2020,15,6,5,1,0
871,10,0.0688606825264118,0.10682254964766175,5.179875314185337e-06,0.00023316888790712514,0.00019875607330882566,0.4229845969193839,449,12,4,2020,15,6,5,1,0
872,11,0.0688606825264118,0.10682254964766175,1.0359750628370675e-06,0.0,1.30148972232159e-06,0.3006601320264053,225,12,4,2020,15,6,5,1,0
873,12,0.0688606825264118,0.10682254964766175,9.116580552966193e-06,0.000269985028102987,8.032050857756098e-05,0.6886377275455091,586,12,4,2020,15,6,5,1,0
874,13,0.0688606825264118,0.10682254964766175,6.008655364454991e-06,3.6816140195861865e-05,3.439651408992773e-05,0.4961992398479696,535,12,4,2020,15,6,5,1,0
875,14,0.0688606825264118,0.10682254964766175,1.2431700754044809e-06,1.2272046731953955e-05,5.949667302041554e-06,0.5898179635927185,413,12,4,2020,15,6,5,1,0
876,15,0.0688606825264118,0.10682254964766175,1.2431700754044809e-06,4.908818692781582e-05,4.164767111429088e-05,0.9238847769553911,425,12,4,2020,15,6,5,1,0
877,16,0.0688606825264118,0.10682254964766175,0.0,1.2272046731953955e-05,3.1607607542095755e-06,0.9394878975795159,591,12,4,2020,15,6,5,1,0
878,17,0.0688606825264118,0.10682254964766175,7.666215464994299e-06,7.363228039172373e-05,4.2019525320668474e-05,0.8690738147629526,347,12,4,2020,15,6,5,1,0
879,18,0.0688606825264118,0.10682254964766175,2.9421691784572716e-05,2.454409346390791e-05,6.953673659261066e-05,0.7737547509501901,576,12,4,2020,15,6,5,1,0
880,19,0.0688606825264118,0.10682254964766175,2.071950125674135e-06,0.0,2.7889065478319784e-06,0.5467093418683737,580,12,4,2020,15,6,5,1,0
881,21,0.0688606825264118,0.10682254964766175,0.0,0.00044179368235034236,0.00010486288619848238,0.21304260852170434,490,12,4,2020,15,6,5,1,0
882,22,0.0688606825264118,0.10682254964766175,4.3096562614022e-05,0.0015585499349581521,0.00032741762871547425,0.6498299659931986,802,12,4,2020,15,6,5,1,0
883,23,0.0688606825264118,0.10682254964766175,2.071950125674135e-07,0.0,3.718542063775971e-07,0.46639327865573116,255,12,4,2020,15,6,5,1,0
884,25,0.0688606825264118,0.10682254964766175,0.0,0.0,1.8592710318879856e-07,0.5696139227845569,1012,12,4,2020,15,6,5,1,0
885,27,0.0688606825264118,0.10682254964766175,2.4863401508089618e-06,1.2272046731953955e-05,1.0040063572195123e-05,0.4036807361472295,601,12,4,2020,15,6,5,1,0
886,28,0.0688606825264118,0.10682254964766175,2.071950125674135e-07,0.0,1.30148972232159e-06,0.8196639327865574,554,12,4,2020,15,6,5,1,0
887,29,0.0688606825264118,0.10682254964766175,1.0359750628370675e-06,0.0001349925140514935,2.8074992581508582e-05,0.35597119423884777,335,12,4,2020,15,6,5,1,0
888,30,0.0688606825264118,0.10682254964766175,4.351095263915683e-06,3.6816140195861865e-05,0.000130148972232159,0.26295259051810366,515,12,4,2020,15,6,5,1,0
889,32,0.0688606825264118,0.10682254964766175,9.116580552966193e-06,0.00012272046731953956,0.0001801633629899458,0.8422684536907382,635,12,4,2020,15,6,5,1,0
890,34,0.0688606825264118,0.10682254964766175,8.90938554039878e-06,0.00011044842058758559,9.370726000715447e-05,0.12402480496099219,252,12,4,2020,15,6,5,1,0
891,35,0.0688606825264118,0.10682254964766175,0.0,0.0,3.718542063775971e-07,0.26095219043808765,204,12,4,2020,15,6,5,1,0
892,38,0.0688606825264118,0.10682254964766175,1.0359750628370675e-06,0.0,6.507448611607949e-06,0.873374674934987,117,12,4,2020,15,6,5,1,0
893,37,0.0688606825264118,0.10682254964766175,9.323775565533608e-06,6.136023365976978e-05,8.403905064133695e-05,0.37497499499899983,374,12,4,2020,15,6,5,1,0
894,39,0.0688606825264118,0.10682254964766175,3.9367052387808565e-06,6.136023365976978e-05,2.491423182729901e-05,0.7195439087817563,692,12,4,2020,15,6,5,1,0
895,1,0.0688606825264118,0.10682254964766175,2.2791451382415483e-06,8.590432712367768e-05,8.032050857756098e-05,0.15633126625325064,818,13,4,2020,16,0,5,1,0
896,0,0.0688606825264118,0.10682254964766175,2.071950125674135e-06,0.0,2.045198135076784e-06,0.2917583516703341,327,13,4,2020,16,0,5,1,0
897,2,0.0688606825264118,0.10682254964766175,0.0,0.0,1.8592710318879856e-07,0.31466293258651734,1050,13,4,2020,16,0,5,1,0
898,3,0.0688606825264118,0.10682254964766175,0.0,1.2272046731953955e-05,5.763740198852755e-06,0.9612922584516904,229,13,4,2020,16,0,5,1,0
899,4,0.0688606825264118,0.10682254964766175,5.38707032675275e-06,1.2272046731953955e-05,1.1899334604083108e-05,0.07351470294058811,602,13,4,2020,16,0,5,1,0
900,6,0.0688606825264118,0.10682254964766175,1.4503650879718945e-06,0.0,3.9044691669647695e-06,0.5021004200840168,612,13,4,2020,16,0,5,1,0
901,7,0.0688606825264118,0.10682254964766175,2.071950125674135e-06,0.0,5.763740198852755e-06,0.9287857571514303,152,13,4,2020,16,0,5,1,0
902,10,0.0688606825264118,0.10682254964766175,5.594265339320165e-06,0.0002945291215668949,0.00021455987707987354,0.710242048409682,398,13,4,2020,16,0,5,1,0
903,11,0.0688606825264118,0.10682254964766175,1.0359750628370675e-06,0.0,1.30148972232159e-06,0.37877575515103024,637,13,4,2020,16,0,5,1,0
904,12,0.0688606825264118,0.10682254964766175,9.738165590668434e-06,0.0003190732150308028,0.00010021470861876242,0.8750750150030007,680,13,4,2020,16,0,5,1,0
905,13,0.0688606825264118,0.10682254964766175,6.008655364454991e-06,3.6816140195861865e-05,3.439651408992773e-05,0.3571714342868574,429,13,4,2020,16,0,5,1,0
906,14,0.0688606825264118,0.10682254964766175,2.693535163376375e-06,1.2272046731953955e-05,5.949667302041554e-06,0.1309261852370474,423,13,4,2020,16,0,5,1,0
907,15,0.0688606825264118,0.10682254964766175,1.2431700754044809e-06,4.908818692781582e-05,4.555214028125565e-05,0.28575715143028607,662,13,4,2020,16,0,5,1,0
908,16,0.0688606825264118,0.10682254964766175,0.0,2.454409346390791e-05,3.5326149605871725e-06,0.16563312662532506,182,13,4,2020,16,0,5,1,0
909,17,0.0688606825264118,0.10682254964766175,1.2224505741477395e-05,7.363228039172373e-05,4.592399448763324e-05,0.6337267453490698,538,13,4,2020,16,0,5,1,0
910,18,0.0688606825264118,0.10682254964766175,3.7087907249567016e-05,3.6816140195861865e-05,6.990859079898826e-05,0.9135827165433087,258,13,4,2020,16,0,5,1,0
911,19,0.0688606825264118,0.10682254964766175,2.071950125674135e-06,0.0,2.7889065478319784e-06,0.7038407681536307,795,13,4,2020,16,0,5,1,0
912,21,0.0688606825264118,0.10682254964766175,9.116580552966193e-06,0.00052769800947402,0.00011229997032603433,0.3795759151830366,322,13,4,2020,16,0,5,1,0
913,22,0.0688606825264118,0.10682254964766175,4.4961317727128724e-05,0.0018285349630611392,0.00036906529982976515,0.618123624724945,675,13,4,2020,16,0,5,1,0
914,23,0.0688606825264118,0.10682254964766175,2.071950125674135e-07,0.0,3.718542063775971e-07,0.09111822364472894,394,13,4,2020,16,0,5,1,0
915,25,0.0688606825264118,0.10682254964766175,0.0,0.0,1.8592710318879856e-07,0.31716343268653735,379,13,4,2020,16,0,5,1,0
916,26,0.0688606825264118,0.10682254964766175,0.0,0.0,1.8592710318879856e-07,0.1979395879175835,803,13,4,2020,16,0,5,1,0
917,27,0.0688606825264118,0.10682254964766175,2.4863401508089618e-06,1.2272046731953955e-05,1.0040063572195123e-05,0.21574314862972593,610,13,4,2020,16,0,5,1,0
918,28,0.0688606825264118,0.10682254964766175,2.071950125674135e-07,0.0,1.30148972232159e-06,0.26905381076215246,156,13,4,2020,16,0,5,1,0
919,29,0.0688606825264118,0.10682254964766175,2.900730175943789e-06,0.0001349925140514935,3.104982623252936e-05,0.9303860772154431,727,13,4,2020,16,0,5,1,0
920,30,0.0688606825264118,0.10682254964766175,4.351095263915683e-06,3.6816140195861865e-05,0.00015097280778930442,0.8051610322064413,355,13,4,2020,16,0,5,1,0
921,32,0.0688606825264118,0.10682254964766175,1.0359750628370674e-05,0.0001349925140514935,0.00019987163592795844,0.1832366473294659,658,13,4,2020,16,0,5,1,0
922,34,0.0688606825264118,0.10682254964766175,2.0719501256741348e-05,0.00019635274771126327,0.00010449103199210479,0.17283456691338267,159,13,4,2020,16,0,5,1,0
923,35,0.0688606825264118,0.10682254964766175,0.0,0.0,3.718542063775971e-07,0.0641128225645129,249,13,4,2020,16,0,5,1,0
924,38,0.0688606825264118,0.10682254964766175,1.0359750628370675e-06,0.0,6.507448611607949e-06,0.9995999199839968,587,13,4,2020,16,0,5,1,0
925,37,0.0688606825264118,0.10682254964766175,9.738165590668434e-06,6.136023365976978e-05,8.98027908401897e-05,0.21364272854570915,176,13,4,2020,16,0,5,1,0
926,39,0.0688606825264118,0.10682254964766175,6.008655364454991e-06,8.590432712367768e-05,2.826091968469738e-05,0.6669333866773355,654,13,4,2020,16,0,5,1,0
927,1,0.0688606825264118,0.10682254964766175,2.900730175943789e-06,0.00011044842058758559,8.794351980830172e-05,0.737747549509902,408,14,4,2020,16,1,5,1,0
928,0,0.0688606825264118,0.10682254964766175,2.071950125674135e-06,0.0,2.045198135076784e-06,0.5870174034806962,689,14,4,2020,16,1,5,1,0
929,2,0.0688606825264118,0.10682254964766175,0.0,0.0,1.8592710318879856e-07,0.8927785557111423,517,14,4,2020,16,1,5,1,0
930,3,0.0688606825264118,0.10682254964766175,0.0,1.2272046731953955e-05,5.763740198852755e-06,0.2988597719543909,679,14,4,2020,16,1,5,1,0
931,4,0.0688606825264118,0.10682254964766175,5.38707032675275e-06,1.2272046731953955e-05,1.2271188810460705e-05,0.4189837967593519,391,14,4,2020,16,1,5,1,0
932,6,0.0688606825264118,0.10682254964766175,1.4503650879718945e-06,0.0,3.9044691669647695e-06,0.9004800960192039,713,14,4,2020,16,1,5,1,0
933,7,0.0688606825264118,0.10682254964766175,2.071950125674135e-06,0.0,5.763740198852755e-06,0.8567713542708542,397,14,4,2020,16,1,5,1,0
934,10,0.0688606825264118,0.10682254964766175,6.215850377022405e-06,0.00034361730849471073,0.00028074992581508584,0.14482896579315863,865,14,4,2020,16,1,5,1,0
935,11,0.0688606825264118,0.10682254964766175,1.0359750628370675e-06,0.0,1.30148972232159e-06,0.9172834566913383,242,14,4,2020,16,1,5,1,0
936,12,0.0688606825264118,0.10682254964766175,1.1395725691207742e-05,0.0003190732150308028,0.00011471702266748871,0.7335467093418684,368,14,4,2020,16,1,5,1,0
937,13,0.0688606825264118,0.10682254964766175,7.0446304272920585e-06,3.6816140195861865e-05,3.6999493534570914e-05,0.9395879175835167,429,14,4,2020,16,1,5,1,0
938,14,0.0688606825264118,0.10682254964766175,2.693535163376375e-06,1.2272046731953955e-05,5.949667302041554e-06,0.5472094418883777,285,14,4,2020,16,1,5,1,0
939,15,0.0688606825264118,0.10682254964766175,3.315120201078616e-06,4.908818692781582e-05,5.020031786097561e-05,0.7803560712142429,690,14,4,2020,16,1,5,1,0
940,16,0.0688606825264118,0.10682254964766175,0.0,2.454409346390791e-05,4.462250476531166e-06,0.45809161832366474,304,14,4,2020,16,1,5,1,0
941,17,0.0688606825264118,0.10682254964766175,1.3467675816881878e-05,0.00011044842058758559,4.7969192622710027e-05,0.7666533306661333,933,14,4,2020,16,1,5,1,0
942,18,0.0688606825264118,0.10682254964766175,4.1024612488347874e-05,3.6816140195861865e-05,7.046637210855465e-05,0.10342068413682735,633,14,4,2020,16,1,5,1,0
943,19,0.0688606825264118,0.10682254964766175,2.071950125674135e-06,0.0,2.7889065478319784e-06,0.020604120824164834,512,14,4,2020,16,1,5,1,0
944,21,0.0688606825264118,0.10682254964766175,1.0566945640938088e-05,0.0006136023365976977,0.00013572678532782295,0.9798959791958392,91,14,4,2020,16,1,5,1,0
945,22,0.0688606825264118,0.10682254964766175,4.744765787793769e-05,0.001963527477112633,0.00043451164015222225,0.6658331666333267,652,14,4,2020,16,1,5,1,0
946,23,0.0688606825264118,0.10682254964766175,2.071950125674135e-07,0.0,3.718542063775971e-07,0.5588117623524705,746,14,4,2020,16,1,5,1,0
947,24,0.0688606825264118,0.10682254964766175,0.0,0.0,1.8592710318879856e-07,0.2889577915583117,347,14,4,2020,16,1,5,1,0
948,25,0.0688606825264118,0.10682254964766175,0.0,0.0,1.8592710318879856e-07,0.03970794158831766,646,14,4,2020,16,1,5,1,0
949,26,0.0688606825264118,0.10682254964766175,0.0,0.0,1.8592710318879856e-07,0.39047809561912383,182,14,4,2020,16,1,5,1,0
950,27,0.0688606825264118,0.10682254964766175,3.7295102262134426e-06,1.2272046731953955e-05,1.022599067538392e-05,0.511002200440088,724,14,4,2020,16,1,5,1,0
951,28,0.0688606825264118,0.10682254964766175,2.071950125674135e-07,0.0,1.30148972232159e-06,0.353870774154831,539,14,4,2020,16,1,5,1,0
952,29,0.0688606825264118,0.10682254964766175,2.900730175943789e-06,0.00014726456078344746,3.2723170161228544e-05,0.630626125225045,566,14,4,2020,16,1,5,1,0
953,30,0.0688606825264118,0.10682254964766175,2.7556936671465994e-05,3.6816140195861865e-05,0.00016342992370295393,0.40048009601920387,539,14,4,2020,16,1,5,1,0
954,32,0.0688606825264118,0.10682254964766175,1.2017310728909983e-05,0.0001349925140514935,0.0002180924920404607,0.7434486897379476,686,14,4,2020,16,1,5,1,0
955,34,0.0688606825264118,0.10682254964766175,2.0719501256741348e-05,0.00020862479444321724,0.0001160185123898103,0.6813362672534508,589,14,4,2020,16,1,5,1,0
956,35,0.0688606825264118,0.10682254964766175,0.0,0.0,3.718542063775971e-07,0.6270254050810162,677,14,4,2020,16,1,5,1,0
957,38,0.0688606825264118,0.10682254964766175,1.4503650879718945e-06,0.0,6.507448611607949e-06,0.6573314662932587,578,14,4,2020,16,1,5,1,0
958,37,0.0688606825264118,0.10682254964766175,1.0152555615803261e-05,6.136023365976978e-05,0.00012215410679504066,0.39897979595919186,430,14,4,2020,16,1,5,1,0
959,39,0.0688606825264118,0.10682254964766175,7.459020452426885e-06,8.590432712367768e-05,3.5326149605871725e-05,0.7128425685137028,448,14,4,2020,16,1,5,1,0
960,0,0.0688606825264118,0.10682254964766175,2.071950125674135e-06,0.0,2.045198135076784e-06,0.22234446889377876,623,15,4,2020,16,2,5,1,0
961,1,0.0688606825264118,0.10682254964766175,3.315120201078616e-06,0.00011044842058758559,9.352133290396568e-05,0.04770954190838168,496,15,4,2020,16,2,5,1,0
962,2,0.0688606825264118,0.10682254964766175,0.0,0.0,1.8592710318879856e-07,0.5914182836567313,766,15,4,2020,16,2,5,1,0
963,3,0.0688606825264118,0.10682254964766175,0.0,1.2272046731953955e-05,6.135594405230352e-06,0.8958791758351671,357,15,4,2020,16,2,5,1,0
964,4,0.0688606825264118,0.10682254964766175,6.008655364454991e-06,1.2272046731953955e-05,1.3014897223215899e-05,0.5865173034606922,489,15,4,2020,16,2,5,1,0
965,6,0.0688606825264118,0.10682254964766175,1.4503650879718945e-06,0.0,3.9044691669647695e-06,0.10002000400080016,867,15,4,2020,16,2,5,1,0
966,7,0.0688606825264118,0.10682254964766175,2.693535163376375e-06,0.0,6.135594405230352e-06,0.32156431286257253,595,15,4,2020,16,2,5,1,0
967,10,0.0688606825264118,0.10682254964766175,6.215850377022405e-06,0.0003681614019586186,0.00029023220807771453,0.1861372274454891,189,15,4,2020,16,2,5,1,0
968,11,0.0688606825264118,0.10682254964766175,1.0359750628370675e-06,0.0,1.30148972232159e-06,0.8948789757951591,693,15,4,2020,16,2,5,1,0
969,12,0.0688606825264118,0.10682254964766175,1.2224505741477395e-05,0.0003681614019586186,0.000129219336716215,0.6584316863372675,390,15,4,2020,16,2,5,1,0
970,13,0.0688606825264118,0.10682254964766175,7.0446304272920585e-06,3.6816140195861865e-05,3.6999493534570914e-05,0.9386877375475096,349,15,4,2020,16,2,5,1,0
971,14,0.0688606825264118,0.10682254964766175,2.693535163376375e-06,1.2272046731953955e-05,6.135594405230352e-06,0.5024004800960192,515,15,4,2020,16,2,5,1,0
972,15,0.0688606825264118,0.10682254964766175,6.215850377022405e-06,4.908818692781582e-05,5.1687734686486e-05,0.34026805361072215,264,15,4,2020,16,2,5,1,0
973,16,0.0688606825264118,0.10682254964766175,0.0,2.454409346390791e-05,5.020031786097561e-06,0.5954190838167633,36,15,4,2020,16,2,5,1,0
974,17,0.0688606825264118,0.10682254964766175,1.553962594255601e-05,0.0001349925140514935,5.15018075832972e-05,0.963492698539708,496,15,4,2020,16,2,5,1,0
975,18,0.0688606825264118,0.10682254964766175,4.3718147651724245e-05,3.6816140195861865e-05,7.195378893406504e-05,0.7989597919583917,588,15,4,2020,16,2,5,1,0
976,19,0.0688606825264118,0.10682254964766175,2.071950125674135e-06,0.0,3.1607607542095755e-06,0.7809561912382477,392,15,4,2020,16,2,5,1,0
977,21,0.0688606825264118,0.10682254964766175,1.3260480804314463e-05,0.0006504184767935595,0.00018351005084734417,0.8609721944388878,691,15,4,2020,16,2,5,1,0
978,22,0.0688606825264118,0.10682254964766175,5.3663508254960096e-05,0.002184424318287804,0.0004995861262683017,0.4890978195639128,600,15,4,2020,16,2,5,1,0
979,23,0.0688606825264118,0.10682254964766175,2.071950125674135e-07,0.0,3.718542063775971e-07,0.46949389877975595,702,15,4,2020,16,2,5,1,0
980,24,0.0688606825264118,0.10682254964766175,0.0,1.2272046731953955e-05,1.30148972232159e-06,0.44528905781156236,451,15,4,2020,16,2,5,1,0
981,25,0.0688606825264118,0.10682254964766175,0.0,0.0,1.8592710318879856e-07,0.6040208041608321,817,15,4,2020,16,2,5,1,0
982,26,0.0688606825264118,0.10682254964766175,0.0,0.0,0.0,0.9387877575515103,830,15,4,2020,16,2,5,1,0
983,27,0.0688606825264118,0.10682254964766175,3.7295102262134426e-06,1.2272046731953955e-05,1.1155626191327914e-05,0.5927185437087418,986,15,4,2020,16,2,5,1,0
984,28,0.0688606825264118,0.10682254964766175,2.071950125674135e-07,0.0,1.30148972232159e-06,0.6390278055611123,551,15,4,2020,16,2,5,1,0
985,29,0.0688606825264118,0.10682254964766175,2.900730175943789e-06,0.0001595366075154014,3.4582441193116534e-05,0.8485697139427886,506,15,4,2020,16,2,5,1,0
986,30,0.0688606825264118,0.10682254964766175,3.0457666847409784e-05,3.6816140195861865e-05,0.00018685673870474256,0.027005401080216044,511,15,4,2020,16,2,5,1,0
987,32,0.0688606825264118,0.10682254964766175,1.6782796017960494e-05,0.00014726456078344746,0.00022385623223931345,0.8576715343068614,452,15,4,2020,16,2,5,1,0
988,34,0.0688606825264118,0.10682254964766175,2.486340150808962e-05,0.00022089684117517118,0.00012029483576315267,0.9325865173034608,655,15,4,2020,16,2,5,1,0
989,35,0.0688606825264118,0.10682254964766175,0.0,0.0,3.718542063775971e-07,0.8182636527305461,799,15,4,2020,16,2,5,1,0
990,38,0.0688606825264118,0.10682254964766175,1.8647551131067213e-06,0.0,6.8793028179855464e-06,0.45519103820764156,374,15,4,2020,16,2,5,1,0
991,37,0.0688606825264118,0.10682254964766175,1.0566945640938088e-05,0.0001349925140514935,0.00013665642084376695,0.4687937587517504,453,15,4,2020,16,2,5,1,0
992,39,0.0688606825264118,0.10682254964766175,7.666215464994299e-06,8.590432712367768e-05,3.9602472979214095e-05,0.008101620324064812,671,15,4,2020,16,2,5,1,0
993,0,0.0688606825264118,0.10682254964766175,2.071950125674135e-06,0.0,2.045198135076784e-06,0.8340668133626725,336,16,4,2020,16,3,5,1,0
994,1,0.0688606825264118,0.10682254964766175,4.14390025134827e-06,0.00017180865424735537,9.928507310281843e-05,0.9033806761352271,528,16,4,2020,16,3,5,1,0
995,2,0.0688606825264118,0.10682254964766175,0.0,0.0,1.8592710318879856e-07,0.7156431286257252,289,16,4,2020,16,3,5,1,0
996,3,0.0688606825264118,0.10682254964766175,1.0359750628370675e-06,1.2272046731953955e-05,6.135594405230352e-06,0.024804960992198442,316,16,4,2020,16,3,5,1,0
997,4,0.0688606825264118,0.10682254964766175,6.008655364454991e-06,1.2272046731953955e-05,1.3758605635971093e-05,0.6418283656731346,519,16,4,2020,16,3,5,1,0
998,6,0.0688606825264118,0.10682254964766175,1.4503650879718945e-06,0.0,3.9044691669647695e-06,0.1830366073214643,323,16,4,2020,16,3,5,1,0
999,7,0.0688606825264118,0.10682254964766175,3.5223152136460292e-06,0.0,6.135594405230352e-06,0.73874774954991,587,16,4,2020,16,3,5,1,0
1000,10,0.0688606825264118,0.10682254964766175,8.702190527831367e-06,0.00039270549542252655,0.00029339296883192415,0.8356671334266854,661,16,4,2020,16,3,5,1,0
1001,11,0.0688606825264118,0.10682254964766175,1.0359750628370675e-06,0.0,1.30148972232159e-06,0.8675735147029406,435,16,4,2020,16,3,5,1,0
1002,12,0.0688606825264118,0.10682254964766175,1.3260480804314463e-05,0.00044179368235034236,0.00016194250687744354,0.45299059811962394,658,16,4,2020,16,3,5,1,0
1003,13,0.0688606825264118,0.10682254964766175,8.90938554039878e-06,3.6816140195861865e-05,3.8115056153703707e-05,0.6157231446289259,824,16,4,2020,16,3,5,1,0
1004,14,0.0688606825264118,0.10682254964766175,3.315120201078616e-06,1.2272046731953955e-05,6.507448611607949e-06,0.04920984196839368,320,16,4,2020,16,3,5,1,0
1005,15,0.0688606825264118,0.10682254964766175,7.459020452426885e-06,4.908818692781582e-05,5.577813095663957e-05,0.7605521104220845,448,16,4,2020,16,3,5,1,0
1006,16,0.0688606825264118,0.10682254964766175,0.0,2.454409346390791e-05,5.20595888928636e-06,0.39087817563512706,862,16,4,2020,16,3,5,1,0
1007,17,0.0688606825264118,0.10682254964766175,1.6989991030527905e-05,0.0001595366075154014,5.8567037504471544e-05,0.6183236647329466,408,16,4,2020,16,3,5,1,0
1008,18,0.0688606825264118,0.10682254964766175,4.516851273969614e-05,3.6816140195861865e-05,7.213971603725384e-05,0.2801560312062413,402,16,4,2020,16,3,5,1,0
1009,19,0.0688606825264118,0.10682254964766175,2.071950125674135e-06,0.0,3.1607607542095755e-06,0.035607121424284856,765,16,4,2020,16,3,5,1,0
1010,21,0.0688606825264118,0.10682254964766175,1.3260480804314463e-05,0.0006504184767935595,0.00020823835557145438,0.9580916183236647,1037,16,4,2020,16,3,5,1,0
1011,22,0.0688606825264118,0.10682254964766175,6.112252870738698e-05,0.0022948727388753896,0.000542721214208103,0.961492298459692,191,16,4,2020,16,3,5,1,0
1012,23,0.0688606825264118,0.10682254964766175,2.071950125674135e-07,0.0,3.718542063775971e-07,0.4961992398479696,269,16,4,2020,16,3,5,1,0
1013,24,0.0688606825264118,0.10682254964766175,0.0,1.2272046731953955e-05,1.30148972232159e-06,0.7475495099019804,230,16,4,2020,16,3,5,1,0
1014,25,0.0688606825264118,0.10682254964766175,0.0,0.0,1.8592710318879856e-07,0.7115423084616923,487,16,4,2020,16,3,5,1,0
1015,26,0.0688606825264118,0.10682254964766175,0.0,0.0,0.0,0.7401480296059212,75,16,4,2020,16,3,5,1,0
1016,27,0.0688606825264118,0.10682254964766175,3.7295102262134426e-06,1.2272046731953955e-05,1.1155626191327914e-05,0.24274854970994197,204,16,4,2020,16,3,5,1,0
1017,28,0.0688606825264118,0.10682254964766175,2.071950125674135e-07,0.0,1.30148972232159e-06,0.23464692938587717,587,16,4,2020,16,3,5,1,0
1018,29,0.0688606825264118,0.10682254964766175,5.594265339320165e-06,0.0001595366075154014,3.4582441193116534e-05,0.7465493098619724,444,16,4,2020,16,3,5,1,0
1019,30,0.0688606825264118,0.10682254964766175,3.0457666847409784e-05,3.6816140195861865e-05,0.00019020342656214092,0.551110222044409,431,16,4,2020,16,3,5,1,0
1020,32,0.0688606825264118,0.10682254964766175,2.444901148295479e-05,0.00017180865424735537,0.0002309214621604878,0.8450690138027606,474,16,4,2020,16,3,5,1,0
1021,34,0.0688606825264118,0.10682254964766175,2.486340150808962e-05,0.00022089684117517118,0.0001297771180257814,0.18483696739347868,422,16,4,2020,16,3,5,1,0
1022,35,0.0688606825264118,0.10682254964766175,2.071950125674135e-07,0.0,3.718542063775971e-07,0.039407881576315265,632,16,4,2020,16,3,5,1,0
1023,38,0.0688606825264118,0.10682254964766175,1.8647551131067213e-06,0.0,6.8793028179855464e-06,0.5479095819163833,360,16,4,2020,16,3,5,1,0
1024,37,0.0688606825264118,0.10682254964766175,1.4089260854584117e-05,0.0001595366075154014,0.00014372165076494129,0.7813562712542509,593,16,4,2020,16,3,5,1,0
